レースコード,レース日,レース場コード,レース回,艇1_選手名,艇1_枠番別勝率,艇1_枠番別平均ST,艇1_枠番別平均スタート順,艇1_過去1走_着順,艇1_過去1走_進入,艇1_過去1走_グレード,艇1_過去2走_着順,艇1_過去2走_進入,艇1_過去2走_グレード,艇1_過去3走_着順,艇1_過去3走_進入,艇1_過去3走_グレード,艇1_過去4走_着順,艇1_過去4走_進入,艇1_過去4走_グレード,艇1_過去5走_着順,艇1_過去5走_進入,艇1_過去5走_グレード,艇1_過去6走_着順,艇1_過去6走_進入,艇1_過去6走_グレード,艇1_過去7走_着順,艇1_過去7走_進入,艇1_過去7走_グレード,艇1_過去8走_着順,艇1_過去8走_進入,艇1_過去8走_グレード,艇1_過去9走_着順,艇1_過去9走_進入,艇1_過去9走_グレード,艇1_過去10走_着順,艇1_過去10走_進入,艇1_過去10走_グレード,艇2_選手名,艇2_枠番別勝率,艇2_枠番別平均ST,艇2_枠番別平均スタート順,艇2_過去1走_着順,艇2_過去1走_進入,艇2_過去1走_グレード,艇2_過去2走_着順,艇2_過去2走_進入,艇2_過去2走_グレード,艇2_過去3走_着順,艇2_過去3走_進入,艇2_過去3走_グレード,艇2_過去4走_着順,艇2_過去4走_進入,艇2_過去4走_グレード,艇2_過去5走_着順,艇2_過去5走_進入,艇2_過去5走_グレード,艇2_過去6走_着順,艇2_過去6走_進入,艇2_過去6走_グレード,艇2_過去7走_着順,艇2_過去7走_進入,艇2_過去7走_グレード,艇2_過去8走_着順,艇2_過去8走_進入,艇2_過去8走_グレード,艇2_過去9走_着順,艇2_過去9走_進入,艇2_過去9走_グレード,艇2_過去10走_着順,艇2_過去10走_進入,艇2_過去10走_グレード,艇3_選手名,艇3_枠番別勝率,艇3_枠番別平均ST,艇3_枠番別平均スタート順,艇3_過去1走_着順,艇3_過去1走_進入,艇3_過去1走_グレード,艇3_過去2走_着順,艇3_過去2走_進入,艇3_過去2走_グレード,艇3_過去3走_着順,艇3_過去3走_進入,艇3_過去3走_グレード,艇3_過去4走_着順,艇3_過去4走_進入,艇3_過去4走_グレード,艇3_過去5走_着順,艇3_過去5走_進入,艇3_過去5走_グレード,艇3_過去6走_着順,艇3_過去6走_進入,艇3_過去6走_グレード,艇3_過去7走_着順,艇3_過去7走_進入,艇3_過去7走_グレード,艇3_過去8走_着順,艇3_過去8走_進入,艇3_過去8走_グレード,艇3_過去9走_着順,艇3_過去9走_進入,艇3_過去9走_グレード,艇3_過去10走_着順,艇3_過去10走_進入,艇3_過去10走_グレード,艇4_選手名,艇4_枠番別勝率,艇4_枠番別平均ST,艇4_枠番別平均スタート順,艇4_過去1走_着順,艇4_過去1走_進入,艇4_過去1走_グレード,艇4_過去2走_着順,艇4_過去2走_進入,艇4_過去2走_グレード,艇4_過去3走_着順,艇4_過去3走_進入,艇4_過去3走_グレード,艇4_過去4走_着順,艇4_過去4走_進入,艇4_過去4走_グレード,艇4_過去5走_着順,艇4_過去5走_進入,艇4_過去5走_グレード,艇4_過去6走_着順,艇4_過去6走_進入,艇4_過去6走_グレード,艇4_過去7走_着順,艇4_過去7走_進入,艇4_過去7走_グレード,艇4_過去8走_着順,艇4_過去8走_進入,艇4_過去8走_グレード,艇4_過去9走_着順,艇4_過去9走_進入,艇4_過去9走_グレード,艇4_過去10走_着順,艇4_過去10走_進入,艇4_過去10走_グレード,艇5_選手名,艇5_枠番別勝率,艇5_枠番別平均ST,艇5_枠番別平均スタート順,艇5_過去1走_着順,艇5_過去1走_進入,艇5_過去1走_グレード,艇5_過去2走_着順,艇5_過去2走_進入,艇5_過去2走_グレード,艇5_過去3走_着順,艇5_過去3走_進入,艇5_過去3走_グレード,艇5_過去4走_着順,艇5_過去4走_進入,艇5_過去4走_グレード,艇5_過去5走_着順,艇5_過去5走_進入,艇5_過去5走_グレード,艇5_過去6走_着順,艇5_過去6走_進入,艇5_過去6走_グレード,艇5_過去7走_着順,艇5_過去7走_進入,艇5_過去7走_グレード,艇5_過去8走_着順,艇5_過去8走_進入,艇5_過去8走_グレード,艇5_過去9走_着順,艇5_過去9走_進入,艇5_過去9走_グレード,艇5_過去10走_着順,艇5_過去10走_進入,艇5_過去10走_グレード,艇6_選手名,艇6_枠番別勝率,艇6_枠番別平均ST,艇6_枠番別平均スタート順,艇6_過去1走_着順,艇6_過去1走_進入,艇6_過去1走_グレード,艇6_過去2走_着順,艇6_過去2走_進入,艇6_過去2走_グレード,艇6_過去3走_着順,艇6_過去3走_進入,艇6_過去3走_グレード,艇6_過去4走_着順,艇6_過去4走_進入,艇6_過去4走_グレード,艇6_過去5走_着順,艇6_過去5走_進入,艇6_過去5走_グレード,艇6_過去6走_着順,艇6_過去6走_進入,艇6_過去6走_グレード,艇6_過去7走_着順,艇6_過去7走_進入,艇6_過去7走_グレード,艇6_過去8走_着順,艇6_過去8走_進入,艇6_過去8走_グレード,艇6_過去9走_着順,艇6_過去9走_進入,艇6_過去9走_グレード,艇6_過去10走_着順,艇6_過去10走_進入,艇6_過去10走_グレード
202602240111,2026-02-24,01,11R,上條 嘉嗣,10.10,0.16,2.9,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,亀山 雅幸,6.00,0.15,3.3,3,,IP,2,,IP,2,,IP,3,,IP,6,,IP,1,,IP,6,,IP,3,,IP,2,,IP,3,,IP,北川 潤二,5.20,0.20,2.7,5,,IP,2,,IP,2,,IP,3,2,IP,3,,IP,5,,IP,5,,IP,1,2,IP,4,,IP,4,,IP,須藤 博倫,5.20,0.13,3.0,3,,IP,4,5,IP,3,,IP,5,,IP,4,,G2,5,,G2,2,,IP,2,,IP,2,,IP,6,5,G1,國崎 良春,4.00,0.16,3.3,6,,IP,3,,IP,6,,IP,5,,IP,3,,IP,4,,G3,3,,IP,5,,IP,5,,G3,1,6,G3,近藤 雄一郎,2.70,0.23,4.6,3,,IP,6,,IP,6,,IP,4,,IP,5,,IP,6,,IP,6,,IP,4,,IP,3,,IP,6,,IP
202602240112,2026-02-24,01,12R,濱野谷 憲吾,7.00,0.13,2.2,1,,G1,4,,G1,1,,IP,6,,IP,1,,G1,4,,G1,1,,IP,4,,IP,6,,IP,1,,IP,菊地 孝平,6.90,0.12,2.2,4,,G1,4,,G1,2,,G1,1,,IP,3,,IP,4,,IP,2,,G1,5,,G3,1,,G3,2,,G1,辻 栄蔵,6.30,0.18,3.6,4,,G1,2,,IP,2,,IP,2,,G1,2,,IP,3,,G1,5,,G1,3,,IP,5,,G1,3,,IP,吉川 喜継,7.80,0.18,3.0,5,,IP,2,,G1,1,,IP,3,,IP,2,3,IP,2,,IP,1,,IP,2,,IP,2,,IP,2,,IP,古結 宏,3.10,0.15,2.7,妨,,IP,2,,IP,6,,G1,6,,IP,3,,IP,6,,IP,6,,IP,1,4,IP,6,,IP,6,,IP,下條 雄太郎,4.10,0.18,3.9,4,,G1,5,,G1,5,,IP,3,,IP,4,,IP,5,5,IP,5,,IP,3,,IP,1,5,IP,6,,G3
202602240301,2026-02-24,03,01R,飯山 泰,9.90,0.14,3.3,1,,G1,1,,G1,1,,G1,1,,IP,1,,IP,2,,IP,1,,IP,2,,IP,1,,IP,1,,IP,松井 洪弥,6.40,0.14,3.0,6,,G1,6,,G1,5,,G1,1,,IP,2,,IP,1,,IP,4,,IP,1,3,IP,1,,IP,4,,IP,磯部 誠,5.30,0.13,2.7,2,,G1,1,,G1,5,,G1,6,,G1,6,,IP,2,,SG,6,,G1,6,4,G1,2,,SG,6,,SG,小池 修平,7.90,0.14,3.5,1,,G1,2,,G1,3,,G1,2,,IP,1,3,IP,2,,IP,4,3,IP,2,,G1,3,,G1,4,,G1,重木 輝彦,6.60,0.23,3.9,2,,G1,3,,G1,5,,IP,5,,IP,4,,IP,2,4,IP,2,4,IP,1,4,IP,1,4,IP,3,,IP,加藤 政彦,3.00,0.22,5.4,3,,G1,4,,G1,6,,G1,4,,IP,4,,IP,5,,IP,5,,IP,6,,IP,6,,IP,5,,IP
202602240302,2026-02-24,03,02R,井上 一輝,8.70,0.13,2.2,1,,G1,1,,G1,2,,G1,1,,IP,5,,IP,1,,IP,1,,IP,4,,IP,2,,IP,1,,IP,尾嶋 一広,5.40,0.13,3.6,6,,G1,4,,G1,1,,IP,4,,IP,1,,IP,6,,IP,2,3,IP,3,,IP,5,,IP,3,,IP,西村 拓也,6.80,0.12,2.8,5,,G1,2,,G1,2,,IP,3,,G2,3,,IP,2,,IP,3,,SG,4,,SG,4,,G1,2,,IP,畑田 汰一,4.80,0.11,2.7,3,,G1,3,,G1,6,,G1,3,,IP,3,,IP,3,,IP,3,,IP,F,,IP,6,,IP,3,,G1,北野 輝季,6.60,0.14,2.2,2,,G1,3,,G1,6,,G1,6,,IP,1,,IP,3,,IP,3,,IP,2,,IP,1,,G1,3,,IP,石渡 鉄兵,6.10,0.12,3.1,1,,G1,4,,G1,2,,G1,4,,G1,5,,G1,5,,IP,2,,G2,2,,IP,5,,SG,4,,G1
202602240303,2026-02-24,03,03R,長田 頼宗,10.22,0.13,2.4,1,,G1,1,,G1,1,,G1,落,,G1,1,,G1,2,,IP,1,,IP,1,,IP,1,,SG,2,,IP,権藤 俊光,6.40,0.15,2.4,2,,G1,4,,G1,5,,IP,1,,IP,6,,IP,1,,IP,5,,IP,1,,IP,3,,IP,3,,IP,山口 達也,8.30,0.15,2.1,2,,G1,2,,IP,2,,IP,1,,G1,1,,G1,1,,IP,2,,IP,2,,IP,6,,IP,3,,IP,山田 康二,7.00,0.13,3.4,1,,G1,5,,G1,4,,IP,3,,IP,1,,IP,2,,SG,4,,SG,2,,G1,3,,G1,5,,SG,山田 哲也,5.00,0.11,2.0,3,,G1,6,,G1,4,6,IP,4,,IP,6,,IP,2,,IP,2,,IP,5,,IP,2,,IP,5,,IP,松山 将吾,4.20,0.18,4.9,4,,G1,6,,G1,3,,IP,6,,IP,4,,IP,6,,IP,3,,IP,2,,IP,5,,IP,3,,IP
202602240304,2026-02-24,03,04R,岩瀬 裕亮,9.50,0.16,2.4,1,,G1,1,,G1,1,,G1,6,,IP,1,,IP,1,,G2,1,,IP,1,,IP,1,,IP,1,,IP,田村 隆信,6.40,0.13,2.5,1,,G1,3,,IP,6,,IP,2,,G1,2,,G2,2,,IP,3,,IP,5,,IP,2,,IP,4,,IP,桑島 和宏,4.90,0.15,3.0,2,,G1,6,,G1,3,,IP,3,,IP,4,,IP,6,,IP,2,,IP,4,,IP,2,,IP,6,,G3,松田 祐季,5.20,0.17,3.4,6,,G1,2,,G1,2,,IP,4,,IP,4,,IP,2,,IP,6,,G1,6,,G1,4,,IP,2,,IP,高田 明,5.20,0.19,3.1,6,,G1,5,,IP,3,,IP,2,4,IP,3,,G3,3,,G3,6,,IP,1,,IP,6,,IP,2,,IP,中島 孝平,4.20,0.18,3.1,6,,G1,4,,G1,4,4,IP,4,,G2,5,,IP,2,,IP,4,5,IP,4,,SG,6,,G1,5,,SG
202602240305,2026-02-24,03,05R,渡邉 雄朗,7.30,0.15,3.2,3,,G1,1,,G1,4,,G1,4,,IP,3,,IP,4,,IP,1,,IP,4,,IP,1,,IP,1,,IP,岡崎 恭裕,7.50,0.13,2.6,2,,G1,1,,IP,1,1,G1,3,,IP,2,,IP,6,,IP,1,,IP,5,,IP,2,6,G1,2,,G1,重木 輝彦,7.60,0.15,2.1,3,,G1,2,,G1,3,,IP,3,,IP,2,,IP,2,,IP,4,,IP,1,,IP,2,,IP,1,,IP,福来 剛,5.40,0.17,2.3,1,,G1,6,,G1,4,,G1,3,,IP,2,,IP,1,,IP,4,,IP,4,,IP,5,,IP,5,,IP,石倉 洋行,5.70,0.13,3.2,5,,G1,1,,IP,3,,IP,5,,IP,5,,IP,2,,IP,3,6,IP,1,,IP,3,,G3,4,,G3,井口 佳典,4.90,0.15,4.3,3,,G1,4,,G1,5,,G1,5,,G1,3,,G1,6,,G1,5,5,G1,5,,G1,3,,G1,3,,SG
202602240306,2026-02-24,03,06R,大池 佑来,10.50,0.13,1.9,1,,G1,1,,G1,1,,IP,1,,IP,1,,SG,1,,G1,1,,G1,2,,IP,1,,IP,1,,G1,澤田 尚也,5.00,0.16,2.5,4,,G1,2,,G1,4,,IP,1,,G2,6,,G2,6,,IP,2,,IP,5,,G1,5,,G1,4,,IP,北野 輝季,7.70,0.14,2.7,2,,G1,5,,G1,2,,G1,1,,IP,1,,IP,5,,IP,1,,IP,2,,IP,2,,G1,4,,G1,磯部 誠,8.00,0.13,2.3,3,,G1,3,,G1,2,,G1,5,6,G1,2,,IP,1,,IP,1,,IP,1,6,G1,2,,SG,5,,SG,永井 彪也,4.50,0.11,2.5,6,,G1,4,,G1,5,6,G1,2,,IP,5,,G2,4,,G2,4,,IP,1,,IP,6,,G1,5,,G1,竹田 和哉,4.60,0.17,3.8,3,,G1,3,,G1,5,,IP,4,,IP,3,,IP,5,,IP,4,,IP,3,,IP,5,5,IP,3,,IP
202602240307,2026-02-24,03,07R,岡村 仁,8.30,0.12,2.7,2,,G1,1,,G1,5,,G1,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,転,,IP,齊藤 仁,6.00,0.17,3.2,2,,G1,2,,IP,2,,IP,1,,G3,1,,IP,転,,IP,4,,G1,6,,G1,3,,G3,5,3,IP,片岡 雅裕,6.10,0.13,2.6,1,,G1,3,,G1,6,,G1,1,,IP,6,,IP,4,,SG,6,,SG,2,4,G1,6,,G1,2,,SG,山口 達也,7.20,0.14,3.4,2,,G1,1,,IP,4,,G1,4,,G1,1,,IP,1,3,IP,3,,IP,4,,IP,3,2,IP,3,,IP,飯山 泰,5.20,0.12,2.3,4,,G1,2,,G1,1,,IP,3,4,IP,6,,IP,3,,IP,3,,IP,4,,IP,4,,IP,6,,G3,尾嶋 一広,4.70,0.21,3.1,6,,G1,5,,G1,3,,IP,5,,IP,2,,IP,5,,IP,5,,IP,2,,IP,3,,IP,3,5,IP
202602240308,2026-02-24,03,08R,杉山 正樹,10.11,0.14,2.4,エ,,G1,1,,G1,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,高田 明,7.30,0.16,3.2,4,,G1,1,,IP,2,,IP,2,,G3,3,,G3,2,,IP,1,3,IP,1,,IP,5,,IP,3,,IP,坪井 康晴,8.10,0.12,2.3,4,,G1,3,,G1,2,,G2,2,,IP,2,,IP,3,,IP,2,,G1,1,,G1,1,,G2,3,,G3,松井 洪弥,6.60,0.14,2.6,5,,G1,4,,G1,5,,IP,3,3,IP,2,,IP,2,,IP,1,,IP,3,,IP,1,,IP,2,,IP,畑田 汰一,6.40,0.10,3.0,4,,G1,6,,G1,6,,G1,5,,IP,2,4,IP,3,4,IP,2,,G1,1,,G1,3,4,IP,1,,G1,山本 寛久,4.00,0.18,4.2,2,,IP,5,,IP,欠,,IP,6,,IP,4,,IP,5,,IP,6,,IP,5,,IP,2,,G3,2,,G3
202602240309,2026-02-24,03,09R,上村 純一,8.40,0.17,3.6,6,,G1,1,,G1,1,,G1,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,6,,IP,2,,IP,石倉 洋行,6.20,0.17,2.9,6,,G1,1,,IP,3,,IP,4,,IP,1,,IP,2,,IP,4,3,IP,3,,IP,4,,IP,2,,G3,松田 祐季,6.30,0.16,2.9,3,,G1,5,,G1,2,,G1,3,,IP,4,,IP,3,,IP,2,,IP,6,,IP,1,,G1,3,,IP,山田 哲也,6.00,0.09,1.9,4,,G1,4,,G1,3,3,G1,3,,IP,3,,IP,2,,IP,1,,IP,2,,IP,6,,IP,4,,IP,加藤 政彦,3.20,0.14,3.6,5,,G1,6,,G1,5,,G1,5,,IP,5,,IP,4,,IP,落,,IP,5,,IP,2,,IP,3,,IP,茅原 悠紀,7.60,0.15,3.8,4,,G1,3,,G1,2,,IP,1,4,IP,2,5,G1,4,,SG,6,,SG,3,,G1,2,4,G1,2,5,SG
202602240310,2026-02-24,03,10R,福来 剛,9.90,0.10,1.6,1,,G1,1,,G1,4,,G1,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,大池 佑来,7.20,0.12,2.1,2,,G1,2,,G1,1,,IP,6,,IP,2,,IP,3,,IP,2,,IP,3,,IP,4,,SG,2,,G1,田村 隆信,7.50,0.14,2.4,2,,G1,5,,IP,1,,IP,3,2,G1,1,1,G1,3,,G1,1,,G2,5,,G2,2,,IP,3,,IP,権藤 俊光,7.80,0.12,1.8,1,,G1,2,,G1,1,,IP,3,,IP,3,,IP,2,,IP,1,,IP,4,,IP,4,,IP,1,,IP,井上 一輝,7.40,0.14,3.3,2,,G1,3,,G1,2,,IP,3,,IP,3,,IP,1,,IP,3,,SG,1,,IP,4,,IP,3,,G3,小池 修平,5.00,0.16,4.1,6,,G1,6,5,G1,4,2,IP,5,,IP,1,,IP,4,,IP,2,,IP,6,,IP,1,4,IP,3,,G1
202602240311,2026-02-24,03,11R,永井 彪也,9.00,0.14,2.3,1,,G1,3,,G1,1,,IP,1,,IP,1,,IP,1,,G2,6,,IP,1,,IP,1,,IP,2,,G1,岡村 仁,7.00,0.15,3.5,1,,G1,6,,G1,2,,IP,1,3,IP,1,,IP,2,,IP,3,,IP,1,,IP,4,3,IP,6,,IP,岩瀬 裕亮,7.50,0.17,3.9,3,,G1,4,,G1,5,,IP,2,,G2,3,,G2,2,,IP,1,,IP,3,,IP,2,,SG,2,,SG,西村 拓也,7.20,0.14,3.5,3,,G1,2,3,G1,1,,IP,3,3,G2,3,,G2,2,,G2,2,,IP,6,3,SG,4,,G1,3,,G1,岡崎 恭裕,4.30,0.18,3.1,4,,G1,3,,IP,6,,G1,4,,IP,4,,IP,3,,IP,5,,IP,4,,IP,2,,IP,5,,IP,長田 頼宗,4.70,0.16,3.6,4,,G1,5,,G1,4,,G1,5,5,G1,2,,IP,2,,SG,3,,IP,4,,IP,5,5,IP,6,,IP
202602240312,2026-02-24,03,12R,湯川 浩司,9.40,0.13,3.4,1,,G1,1,,G1,1,,G1,6,,G1,1,,G1,1,,IP,1,,IP,1,,IP,2,,IP,2,,SG,西岡 顕心,7.00,0.14,2.3,1,,G1,1,,G1,4,,IP,2,,IP,1,3,IP,6,,G1,2,,IP,1,,IP,4,,IP,5,,IP,平本 真之,7.80,0.14,3.1,1,,G1,4,,G1,3,,G1,3,,G1,2,,G1,2,,G1,2,,IP,3,,IP,3,,SG,3,,SG,前沢 丈史,6.50,0.10,2.4,3,,G1,3,,IP,3,,IP,4,,IP,4,,IP,1,,IP,4,,IP,1,,IP,2,,IP,3,,IP,板橋 侑我,5.90,0.17,3.6,3,,G1,1,,G1,3,,G1,2,,IP,5,,G1,2,,IP,6,,IP,2,,G1,6,,G1,5,6,G1,稲田 浩二,4.30,0.12,1.8,6,,G1,3,,G1,3,,IP,1,,IP,4,,IP,6,,IP,4,5,G1,6,,G1,4,,IP,5,5,IP
202602240401,2026-02-24,04,01R,神里 琴音,7.80,0.13,3.2,1,,IP,2,,IP,1,,IP,4,,IP,1,,IP,2,,IP,2,,IP,1,,IP,2,,IP,5,,IP,島田 賢人,6.10,0.17,3.2,3,,IP,2,,IP,F,,IP,1,,IP,2,,IP,2,,IP,6,,IP,1,,IP,5,,IP,2,,IP,戸塚 邦好,4.90,0.15,3.0,3,,G1,4,,IP,4,,IP,4,,G3,4,,IP,4,,IP,5,,IP,2,,IP,4,,IP,2,,IP,近藤 颯斗,6.20,0.11,2.4,2,,IP,3,,IP,3,,IP,2,,IP,5,,IP,1,,IP,4,,IP,2,,IP,5,5,IP,2,,IP,志賀 美優,1.00,0.19,4.4,6,6,IP,6,6,IP,6,6,IP,6,6,IP,6,6,IP,,,,,,,,,,,,,,,IP,渥美 卓郎,2.90,0.18,4.5,6,,IP,4,5,IP,4,4,IP,5,,IP,4,,IP,4,5,IP,3,,IP,5,,IP,6,,IP,6,,IP
202602240402,2026-02-24,04,02R,島田 一生,7.50,0.16,2.9,2,,IP,6,,IP,3,,IP,1,,IP,2,,IP,1,,G3,1,,G3,1,,IP,3,,IP,3,,IP,船岡 洋一郎,8.00,0.14,1.9,3,,IP,1,3,G1,1,,G2,3,,IP,2,,IP,2,,IP,3,,IP,3,,IP,2,,IP,2,,IP,橋口 真樹,4.20,0.19,3.2,5,,IP,2,,IP,5,,IP,5,,IP,4,,IP,4,,IP,5,,IP,3,,IP,3,,IP,3,,IP,丹下 将,5.50,0.16,2.1,1,,IP,2,,IP,4,,IP,3,,IP,3,,IP,5,,IP,6,,IP,4,,IP,1,,IP,4,,IP,松瀬 弘美,2.70,0.21,4.8,5,,IP,6,,IP,6,,IP,3,,IP,5,,IP,5,6,IP,6,,IP,5,,IP,3,,IP,4,4,IP,花本 夏樹,2.20,0.27,5.6,6,,IP,5,5,IP,6,5,IP,3,,IP,3,,IP,5,5,IP,6,,IP,6,,IP,6,,IP,6,,IP
202602240403,2026-02-24,04,03R,黒崎 竜也,8.00,0.13,2.1,欠,,IP,2,,IP,1,,IP,2,,IP,1,,IP,1,,IP,2,,IP,3,,IP,5,,IP,1,,G3,杉山 貴博,5.80,0.16,3.7,3,,IP,2,,IP,4,,IP,3,,IP,5,,IP,2,,IP,3,,IP,3,,IP,4,,IP,2,,IP,高野 心吾,4.90,0.12,2.9,5,,IP,6,,IP,2,,IP,2,4,IP,3,,IP,4,,IP,3,,IP,3,,IP,4,,IP,4,,IP,松田 大志郎,7.90,0.11,2.1,1,,IP,1,,IP,1,3,G1,5,,G1,3,,IP,6,,IP,1,,IP,2,,IP,1,,IP,1,,IP,吉田 宗弘,2.00,0.26,5.2,6,,IP,5,,IP,6,,IP,6,,IP,5,,IP,5,,IP,5,,IP,4,,IP,6,,IP,4,,IP,桐本 康臣,2.70,0.20,3.4,6,,IP,4,,IP,4,,IP,3,,IP,6,4,IP,6,,IP,6,,IP,4,,IP,4,5,IP,6,,IP
202602240404,2026-02-24,04,04R,麻生 慎介,8.80,0.13,2.2,4,,IP,2,,G1,3,,G1,1,,IP,1,,IP,2,,IP,1,,IP,1,,IP,1,,IP,1,,IP,加藤 優弥,6.30,0.13,2.6,2,,IP,5,,IP,1,3,IP,1,,IP,4,,IP,2,,IP,5,,IP,6,,IP,1,,IP,2,,IP,松井 賢治,5.10,0.16,3.6,5,,IP,2,4,IP,4,,IP,4,,IP,5,,IP,6,,IP,3,,IP,3,,IP,2,,IP,2,,IP,木下 大將,5.40,0.19,3.1,4,,IP,5,,IP,6,,IP,2,,IP,1,,IP,5,,IP,2,,IP,2,,IP,6,,IP,1,,IP,前田 将太,3.67,0.13,3.8,5,,IP,6,,SG,2,6,SG,6,,IP,5,,G3,4,,G3,転,,G3,5,,G1,4,,G1,5,,G1,今泉 澪,2.00,0.19,3.3,4,,IP,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP,3,,IP,6,,IP,5,,IP,5,,IP
202602240405,2026-02-24,04,05R,馬袋 義則,8.40,0.15,2.1,1,,IP,1,,IP,1,,IP,4,,IP,2,,IP,6,,IP,1,,IP,1,,IP,1,,IP,1,,IP,近藤 颯斗,4.30,0.13,2.6,落,,IP,6,,IP,3,,IP,6,,IP,1,,IP,3,,IP,3,,IP,2,,IP,4,,IP,6,,IP,橋本 久和,5.10,0.21,4.0,1,,IP,3,,IP,6,,IP,2,,IP,5,,IP,1,,IP,エ,,IP,5,,IP,3,,IP,3,,IP,平瀬 城啓,4.20,0.19,3.6,6,,IP,3,,IP,3,,IP,6,,IP,3,,IP,5,,IP,4,,IP,3,,IP,2,,IP,5,,IP,植竹 玲奈,2.60,0.21,3.5,6,6,IP,5,,IP,6,,IP,3,,IP,6,,IP,2,,IP,6,6,IP,4,,IP,6,,IP,6,,IP,小川 晃司,4.60,0.19,3.0,3,,IP,3,,IP,3,,IP,3,,IP,5,,IP,4,,IP,3,,IP,4,,IP,4,,IP,5,,IP
202602240406,2026-02-24,04,06R,小野 達哉,10.10,0.13,2.1,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,江口 晃生,5.80,0.12,2.6,6,,IP,3,1,IP,4,,IP,1,,IP,2,1,IP,2,,IP,5,,IP,1,1,IP,2,,IP,6,,IP,中里 昌志,4.80,0.19,3.9,3,,IP,3,,IP,3,,IP,4,,IP,4,2,IP,4,,IP,6,,IP,6,,IP,1,4,G3,3,,IP,松瀬 弘美,2.67,0.17,4.1,6,,IP,6,,IP,4,,IP,5,,IP,4,5,IP,5,,IP,5,,IP,5,,IP,転,,IP,3,,IP,大橋 純一郎,4.00,0.17,3.7,1,,IP,4,,IP,3,6,IP,5,,IP,6,,IP,4,,IP,3,,IP,4,,IP,5,,IP,6,,IP,志賀 美優,1.90,0.14,3.1,6,,IP,6,,IP,5,,IP,4,,IP,6,,IP,3,,IP,6,,IP,6,,IP,6,,IP,6,,IP
202602240407,2026-02-24,04,07R,宮下 元胤,9.00,0.16,2.9,1,,IP,1,,IP,2,,IP,1,,IP,1,,IP,5,,IP,1,,IP,1,,IP,1,,IP,1,,IP,高野 心吾,4.90,0.18,3.2,3,,IP,6,,IP,2,,IP,6,,IP,3,,IP,2,,IP,4,,IP,2,3,IP,6,,IP,3,,IP,一柳 和孝,5.60,0.16,2.9,3,,IP,2,,IP,2,,IP,3,,IP,妨,,IP,3,,IP,2,,IP,5,,IP,4,,G3,2,,IP,神里 琴音,3.50,0.13,2.6,6,,IP,2,,IP,3,5,IP,5,,IP,6,,IP,3,,IP,4,,IP,5,,IP,4,,IP,6,,IP,船岡 洋一郎,7.30,0.13,2.3,2,,IP,2,,IP,5,,G1,5,,G1,2,,G2,1,,G2,2,,IP,2,,IP,4,,IP,1,,IP,津久井 拓也,2.70,0.22,3.8,2,,IP,3,,IP,6,,IP,5,,G3,6,5,IP,4,,IP,6,,IP,転,,IP,5,4,IP,5,5,IP
202602240408,2026-02-24,04,08R,島田 賢人,9.70,0.13,1.7,1,,IP,1,,IP,1,,IP,1,,IP,3,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,吉田 宗弘,5.50,0.18,3.9,3,,IP,6,,IP,5,3,IP,2,,IP,2,,IP,3,,IP,3,,IP,2,,IP,5,,IP,2,,IP,早川 尚人,3.60,0.20,3.6,6,,IP,6,,IP,2,,IP,6,,IP,5,,IP,3,,IP,2,,IP,3,,IP,5,4,IP,6,,IP,土屋 智則,6.60,0.17,4.2,2,,IP,6,,G1,3,,G1,3,,G1,1,,IP,3,,IP,2,,SG,5,,SG,5,,G1,2,,G1,今泉 澪,2.10,0.15,2.0,6,,IP,6,6,IP,5,,G3,6,,G3,6,,G3,6,,G3,6,6,IP,1,6,IP,6,6,IP,5,6,IP,橋口 真樹,2.70,0.23,4.0,1,,IP,6,,IP,6,,IP,5,,IP,6,,G3,6,,G3,6,,IP,4,,IP,5,,IP,4,5,IP
