レースコード,レース日,レース場,レース回,締切時刻,取得日時,3連単_1-2-3,3連単_1-2-4,3連単_1-2-5,3連単_1-2-6,3連単_1-3-2,3連単_1-3-4,3連単_1-3-5,3連単_1-3-6,3連単_1-4-2,3連単_1-4-3,3連単_1-4-5,3連単_1-4-6,3連単_1-5-2,3連単_1-5-3,3連単_1-5-4,3連単_1-5-6,3連単_1-6-2,3連単_1-6-3,3連単_1-6-4,3連単_1-6-5,3連単_2-1-3,3連単_2-1-4,3連単_2-1-5,3連単_2-1-6,3連単_2-3-1,3連単_2-3-4,3連単_2-3-5,3連単_2-3-6,3連単_2-4-1,3連単_2-4-3,3連単_2-4-5,3連単_2-4-6,3連単_2-5-1,3連単_2-5-3,3連単_2-5-4,3連単_2-5-6,3連単_2-6-1,3連単_2-6-3,3連単_2-6-4,3連単_2-6-5,3連単_3-1-2,3連単_3-1-4,3連単_3-1-5,3連単_3-1-6,3連単_3-2-1,3連単_3-2-4,3連単_3-2-5,3連単_3-2-6,3連単_3-4-1,3連単_3-4-2,3連単_3-4-5,3連単_3-4-6,3連単_3-5-1,3連単_3-5-2,3連単_3-5-4,3連単_3-5-6,3連単_3-6-1,3連単_3-6-2,3連単_3-6-4,3連単_3-6-5,3連単_4-1-2,3連単_4-1-3,3連単_4-1-5,3連単_4-1-6,3連単_4-2-1,3連単_4-2-3,3連単_4-2-5,3連単_4-2-6,3連単_4-3-1,3連単_4-3-2,3連単_4-3-5,3連単_4-3-6,3連単_4-5-1,3連単_4-5-2,3連単_4-5-3,3連単_4-5-6,3連単_4-6-1,3連単_4-6-2,3連単_4-6-3,3連単_4-6-5,3連単_5-1-2,3連単_5-1-3,3連単_5-1-4,3連単_5-1-6,3連単_5-2-1,3連単_5-2-3,3連単_5-2-4,3連単_5-2-6,3連単_5-3-1,3連単_5-3-2,3連単_5-3-4,3連単_5-3-6,3連単_5-4-1,3連単_5-4-2,3連単_5-4-3,3連単_5-4-6,3連単_5-6-1,3連単_5-6-2,3連単_5-6-3,3連単_5-6-4,3連単_6-1-2,3連単_6-1-3,3連単_6-1-4,3連単_6-1-5,3連単_6-2-1,3連単_6-2-3,3連単_6-2-4,3連単_6-2-5,3連単_6-3-1,3連単_6-3-2,3連単_6-3-4,3連単_6-3-5,3連単_6-4-1,3連単_6-4-2,3連単_6-4-3,3連単_6-4-5,3連単_6-5-1,3連単_6-5-2,3連単_6-5-3,3連単_6-5-4
202608122101,2026-08-12,21,01R,08:32,2026-08-12T08:22:25.219576+09:00,14.0,12.2,36.3,34.0,16.1,11.9,29.5,29.3,12.9,11.8,19.6,13.8,58.5,48.5,40.2,58.2,68.8,53.3,36.4,85.8,93.6,100.5,270.3,190.0,128.0,300.2,649.7,558.1,166.7,296.1,690.9,406.8,385.2,613.1,580.4,837.1,322.4,750.5,630.9,1741,77.1,57.3,109.3,107.7,121.2,268.7,530.8,630.9,90.5,201.5,296.1,247.3,220.9,483.6,399.3,468.0,215.5,506.1,372.0,630.9,52.5,52.5,55.1,40.9,131.5,353.9,378.5,235.3,99.6,234.0,284.5,215.5,88.8,279.0,254.5,140.8,63.8,134.3,171.3,148.0,262.2,232.7,135.1,223.2,558.1,613.1,821.3,1012,351.0,669.7,725.5,737.8,147.0,473.1,483.6,265.4,518.2,791.4,680.1,435.3,168.7,270.3,109.1,494.6,280.8,853.5,435.3,967.3,378.5,926.2,580.4,989.3,117.0,245.9,604.6,530.8,702.1,1176,725.5,713.6
202608122301,2026-08-12,23,01R,08:44,2026-08-12T08:34:24.511544+09:00,13.2,6.3,13.6,116.8,17.7,17.6,23.2,156.9,6.2,14.5,6.8,89.2,17.3,26.9,12.9,110.3,236.3,335.4,229.8,282.9,88.5,100.2,169.7,415.9,136.8,577.7,729.8,729.8,176.2,585.9,585.9,967.4,270.1,848.9,681.9,1188,885.0,1066,1386,1341,116.5,191.7,171.8,585.9,156.3,420.1,866.6,1014,358.6,501.1,660.3,1039,290.9,770.3,717.2,1223,1223,1188,1341,1980,64.2,127.9,46.9,346.6,138.2,433.3,327.5,885.0,330.1,519.9,594.2,967.4,76.8,164.4,415.9,866.6,1223,1124,1663,1223,166.3,243.2,108.3,507.3,288.8,848.9,501.1,1039,352.5,1124,885.0,1341,124.1,355.5,639.9,990.4,1094,1808,1980,1733,904.3,1094,1223,1094,904.3,784.8,1386,967.4,1223,1188,1188,1733,1155,1223,1808,1386,1341,1155,1733,1386
202608122102,2026-08-12,21,02R,08:58,2026-08-12T08:48:22.037823+09:00,33.6,29.3,52.4,100.0,42.7,17.6,26.4,208.1,15.7,12.4,7.8,104.5,41.9,36.6,23.3,231.2,239.2,400.2,293.1,392.7,131.7,108.4,148.6,495.5,169.2,277.5,400.2,1156,105.1,210.2,130.9,717.7,242.0,462.5,182.5,991.1,743.3,1387,717.7,2312,117.5,56.4,69.1,281.2,189.2,172.0,341.2,991.1,77.3,176.3,97.2,612.1,146.5,378.4,146.5,1040,1300,743.3,1095,2081,27.3,23.9,10.5,184.2,74.0,126.9,63.4,358.8,60.3,154.1,57.9,266.8,15.8,42.0,39.7,113.1,495.5,346.9,693.8,408.1,88.1,102.5,37.5,385.4,233.8,297.3,151.9,800.5,174.9,385.4,182.5,1156,40.1,110.1,123.1,385.4,717.7,1224,1892,1224,800.5,1601,612.1,1224,991.1,1892,1300,904.9,1734,1892,1300,2601,946.1,594.7,1734,1892,1224,1095,2601,1486
202608122302,2026-08-12,23,02R,09:10,2026-08-12T09:00:24.956985+09:00,18.5,48.5,88.6,353.7,4.0,5.7,12.5,104.0,68.1,32.8,100.1,468.1,142.7,68.1,127.3,442.1,353.7,482.3,795.8,558.4,67.7,241.1,378.9,994.7,74.5,237.5,331.5,860.3,331.5,286.7,663.1,1989,505.2,649.6,1026,1768,1273,1515,2273,3183,7.6,8.2,16.4,117.4,27.0,51.6,110.9,795.8,26.1,53.2,67.0,475.1,73.0,196.5,160.7,707.4,418.8,1273,1097,1872,297.5,101.0,357.6,795.8,388.2,324.8,994.7,1026,130.4,335.0,187.2,964.6,482.3,1136,612.1,1515,1989,1989,2122,3183,418.8,260.9,408.1,1097,663.1,636.6,1273,1515,256.7,692.0,707.4,2273,649.6,1675,837.7,2448,2273,3979,1136,1224,1675,1989,2893,2448,1675,1515,2652,3979,2273,2652,1384,2652,2652,2273,2893,3537,1872,3979,2448,3979
202608122103,2026-08-12,21,03R,09:24,2026-08-12T09:14:20.874033+09:00,14.7,38.9,19.6,46.3,11.9,24.0,7.9,28.0,103.0,84.6,78.3,98.1,24.1,14.0,69.0,35.8,146.9,96.4,204.3,96.6,62.9,105.3,75.9,175.7,77.8,188.9,59.8,166.4,395.8,365.1,432.2,587.6,108.3,73.5,321.4,156.6,508.1,321.4,637.3,332.8,41.1,55.6,19.6,71.0,78.5,158.0,51.7,130.1,214.8,217.3,172.5,280.6,33.1,39.6,138.7,59.7,219.9,204.3,391.7,123.7,417.8,280.6,316.0,432.2,709.5,453.0,626.7,637.3,442.4,408.7,332.8,417.8,379.8,488.3,437.2,413.2,767.4,596.9,767.4,637.3,67.7,36.0,174.1,111.5,109.3,75.8,324.1,188.0,46.4,73.5,146.3,110.9,387.6,553.0,284.8,442.4,193.8,257.5,149.2,442.4,648.3,470.0,723.2,529.6,964.2,508.1,1074,696.4,537.2,515.1,737.3,387.6,1139,817.5,1392,1253,561.2,578.5,404.3,874.5
202608122303,2026-08-12,23,03R,09:36,2026-08-12T09:26:20.968526+09:00,17.1,33.1,10.7,201.2,15.9,21.8,7.7,160.7,80.6,55.6,27.7,271.7,8.6,5.4,12.1,66.0,251.0,329.4,470.6,239.6,96.5,253.4,112.6,627.5,132.4,712.3,274.5,908.8,527.1,1013,1387,1882,133.1,317.5,823.6,1255,1013,1317,1757,2396,100.9,121.4,55.1,425.1,149.7,253.4,227.2,1255,296.1,585.7,337.9,1647,82.3,260.9,231.2,1054,2396,2196,1464,2928,306.4,248.6,152.3,599.0,527.1,693.6,675.8,627.5,387.6,798.7,381.9,775.2,175.7,497.3,329.4,775.2,1550,1550,1464,1882,23.9,17.4,30.4,92.8,85.8,142.4,317.5,470.6,55.0,149.7,173.4,560.7,104.1,488.0,216.0,675.8,376.5,798.7,976.1,1387,1198,1882,2928,908.8,2027,2635,2928,3765,1647,2196,1387,2196,2635,2027,3294,2928,732.1,2196,2196,2396
202608122104,2026-08-12,21,04R,09:50,2026-08-12T09:40:24.962444+09:00,14.7,8.9,71.1,9.9,23.3,21.6,64.5,30.4,10.4,22.5,45.1,8.5,79.2,94.6,124.6,129.8,17.1,36.0,17.4,114.4,96.8,76.3,177.3,113.4,125.9,233.2,349.8,503.7,161.4,370.3,434.2,273.7,359.8,434.2,484.3,968.7,206.4,292.8,273.7,662.8,114.4,86.2,119.9,109.5,157.4,133.9,307.1,572.4,182.5,220.9,434.2,349.8,279.8,393.5,629.6,547.5,370.3,547.5,524.7,662.8,66.9,104.9,127.2,52.2,129.8,262.3,279.8,153.5,213.4,220.9,246.9,196.7,179.9,262.3,419.7,267.9,82.3,128.5,187.9,174.9,262.3,177.3,172.5,299.8,524.7,349.8,331.4,524.7,349.8,740.7,899.5,1144,279.8,449.7,572.4,393.5,787.0,1144,1259,899.5,115.5,217.1,136.8,699.6,199.8,349.8,299.8,899.5,196.7,340.3,572.4,629.6,187.9,199.8,572.4,547.5,968.7,1259,1049,1144
202608122304,2026-08-12,23,04R,10:02,2026-08-12T09:52:24.742328+09:00,65.8,57.0,45.8,254.8,81.4,159.7,84.1,307.7,93.1,217.5,78.6,388.2,36.4,62.7,43.3,315.4,290.0,560.7,720.9,814.0,71.6,60.3,41.5,350.4,82.1,54.0,39.4,365.7,53.2,46.4,15.5,212.0,30.6,27.9,11.7,231.5,764.6,720.9,682.0,560.7,134.2,191.1,118.4,458.8,145.8,76.4,86.4,548.5,240.3,111.6,120.1,504.6,132.1,100.5,104.7,934.6,1261,901.2,700.9,1201,113.6,195.6,94.8,536.9,99.7,96.6,26.2,290.0,244.9,154.8,143.3,742.1,76.4,23.1,90.1,345.6,1401,841.1,1484,901.2,26.8,54.1,36.9,304.0,23.8,23.4,9.2,221.3,93.4,60.9,89.4,615.4,48.2,15.3,55.3,388.2,720.9,514.9,934.6,682.0,1261,1009,2294,1577,1682,1484,1328,1401,1401,1682,1201,742.1,2102,1261,2102,970.5,1009,1201,1682,1097
202608122105,2026-08-12,21,05R,10:16,2026-08-12T10:06:26.772652+09:00,24.7,5.9,71.6,7.2,41.6,55.7,123.2,85.0,9.0,49.7,61.9,9.4,133.7,151.3,199.5,177.0,13.0,68.4,15.9,111.3,124.1,35.9,207.9,47.8,248.3,500.2,651.2,627.5,84.5,410.9,448.2,103.6,565.8,734.3,908.3,1150,100.9,486.1,126.8,663.7,203.0,250.1,280.6,300.1,325.6,367.1,690.3,802.7,663.7,493.0,719.0,1015,605.5,802.7,862.9,1380,841.8,958.7,1045,1232,33.4,151.3,102.1,32.3,63.2,426.1,352.2,69.1,676.7,539.3,595.1,454.1,207.9,352.2,802.7,205.4,48.7,63.1,383.5,175.2,367.1,436.9,375.1,436.9,719.0,704.4,767.0,908.3,639.1,908.3,1500,1643,616.3,958.7,1190,595.1,1078,1917,1725,885.0,46.7,322.5,55.9,319.5,91.5,585.0,125.9,821.8,539.3,486.1,784.4,1232,84.3,105.8,522.9,442.5,719.0,1500,1643,750.3
202608122305,2026-08-12,23,05R,10:30,2026-08-12T10:20:26.339021+09:00,45.5,77.5,142.5,302.9,22.8,15.9,28.0,158.0,79.6,38.8,162.4,319.5,158.0,52.3,166.1,326.7,312.6,368.0,469.0,646.2,63.7,133.3,192.5,421.4,73.0,65.0,125.8,302.9,196.4,94.7,199.1,528.7,342.1,200.5,392.9,881.1,1118,676.2,785.9,1211,20.0,9.2,19.1,75.3,36.5,21.1,64.6,192.5,10.2,14.3,14.3,40.5,32.3,78.5,33.1,83.3,282.3,296.7,130.9,248.5,128.1,51.5,134.0,261.9,196.4,92.0,276.9,330.4,38.5,51.0,48.2,136.5,252.8,274.3,100.9,350.3,447.3,476.7,359.0,570.1,213.8,92.9,299.7,593.4,354.6,293.7,476.7,1038,69.7,255.0,169.0,197.8,461.5,726.9,215.4,969.3,1211,1002,1211,830.8,1264,1384,1264,1264,969.3,1264,1530,1002,1118,1384,632.1,969.3,1530,1118,969.3,1384,1118,2423,726.9,1002
