variant,month,race_code,p,head_hit
CURRENT,2026-06,202606012302,0.8193003397451001,0
CURRENT,2026-06,202606012303,0.6027183994848888,1
CURRENT,2026-06,202606012304,0.28210759746553987,0
CURRENT,2026-06,202606012305,0.6229903143549582,1
CURRENT,2026-06,202606012306,0.7124357796659555,0
CURRENT,2026-06,202606012307,0.24108562791730395,0
CURRENT,2026-06,202606012308,0.3810418420523257,1
CURRENT,2026-06,202606012309,0.47304131373227226,1
CURRENT,2026-06,202606012310,0.5156898589366258,0
CURRENT,2026-06,202606012311,0.7530022935343127,1
CURRENT,2026-06,202606012312,0.8158096142948662,1
CURRENT,2026-06,202606012401,0.29188673410835125,0
CURRENT,2026-06,202606012402,0.3416903192300818,0
CURRENT,2026-06,202606012403,0.45802401950721644,0
CURRENT,2026-06,202606012404,0.16210493815813767,0
CURRENT,2026-06,202606012405,0.48474077787822073,0
CURRENT,2026-06,202606012406,0.827300980295319,1
CURRENT,2026-06,202606012407,0.8718541519801902,1
CURRENT,2026-06,202606012408,0.7041477880993643,1
CURRENT,2026-06,202606012409,0.4848196945682108,0
CURRENT,2026-06,202606012410,0.5828725197323711,1
CURRENT,2026-06,202606012411,0.7203710724056677,1
CURRENT,2026-06,202606012412,0.8258993329672355,1
CURRENT,2026-06,202606020101,0.2924709198518352,0
CURRENT,2026-06,202606020102,0.4775768027119375,1
CURRENT,2026-06,202606020103,0.10862609337954361,0
CURRENT,2026-06,202606020104,0.8135431311409398,1
CURRENT,2026-06,202606020105,0.3345929454331204,0
CURRENT,2026-06,202606020106,0.8362668946675688,0
CURRENT,2026-06,202606020107,0.7349417116563463,1
CURRENT,2026-06,202606020108,0.6287995095781537,1
CURRENT,2026-06,202606020109,0.6690517176549728,1
CURRENT,2026-06,202606020110,0.20685534430116487,0
CURRENT,2026-06,202606020111,0.533928294621,1
CURRENT,2026-06,202606020112,0.5647229508569308,1
CURRENT,2026-06,202606020501,0.2984217549456704,1
CURRENT,2026-06,202606020502,0.25183719706561214,1
CURRENT,2026-06,202606020503,0.19498944402507373,1
CURRENT,2026-06,202606020504,0.30250182964852906,0
CURRENT,2026-06,202606020505,0.30439797855126094,0
CURRENT,2026-06,202606020506,0.3456355178257904,0
CURRENT,2026-06,202606020507,0.70777600706366,1
CURRENT,2026-06,202606020508,0.524334234853506,1
CURRENT,2026-06,202606020509,0.7752836099254323,1
CURRENT,2026-06,202606020510,0.7182767605683178,0
CURRENT,2026-06,202606020511,0.6257020840214425,0
CURRENT,2026-06,202606020512,0.7307101190006241,1
CURRENT,2026-06,202606020901,0.8593657971128864,0
CURRENT,2026-06,202606020902,0.5665201455469014,1
CURRENT,2026-06,202606020903,0.3448590276110284,0
CURRENT,2026-06,202606020904,0.5615615173765406,1
CURRENT,2026-06,202606020905,0.87345784761527,1
CURRENT,2026-06,202606020906,0.5500173753646906,1
CURRENT,2026-06,202606020907,0.33566319056807753,0
CURRENT,2026-06,202606020908,0.483912167375196,0
CURRENT,2026-06,202606020909,0.47477015632208885,0
CURRENT,2026-06,202606020910,0.7049937367763983,0
CURRENT,2026-06,202606020911,0.6779488038429675,1
CURRENT,2026-06,202606020912,0.7220633775716937,0
CURRENT,2026-06,202606021001,0.7686548398870207,1
CURRENT,2026-06,202606021002,0.5906771962543197,1
CURRENT,2026-06,202606021003,0.7671175730922076,1
CURRENT,2026-06,202606021004,0.6213789923130507,1
CURRENT,2026-06,202606021005,0.511999834530459,1
CURRENT,2026-06,202606021006,0.5905045440305661,1
CURRENT,2026-06,202606021008,0.31899483644145443,0
CURRENT,2026-06,202606021009,0.480943892444412,1
CURRENT,2026-06,202606021010,0.25905548193826716,1
CURRENT,2026-06,202606021011,0.2964658926201704,0
CURRENT,2026-06,202606021012,0.6852778068105754,1
CURRENT,2026-06,202606021101,0.520091855548764,0
CURRENT,2026-06,202606021102,0.4391100994690727,1
CURRENT,2026-06,202606021103,0.5754150847890903,0
CURRENT,2026-06,202606021104,0.32344666131586763,1
CURRENT,2026-06,202606021105,0.27594724887184896,1
CURRENT,2026-06,202606021106,0.4372714276855891,0
CURRENT,2026-06,202606021107,0.3718459852691327,0
CURRENT,2026-06,202606021108,0.39627098513968323,1
CURRENT,2026-06,202606021109,0.5902761405279269,1
CURRENT,2026-06,202606021110,0.7907377181595159,1
CURRENT,2026-06,202606021111,0.6795224578755275,1
CURRENT,2026-06,202606021112,0.7643372949951246,0
CURRENT,2026-06,202606021201,0.37114561982743116,1
CURRENT,2026-06,202606021202,0.15681343306241777,0
CURRENT,2026-06,202606021203,0.25778912728829484,0
CURRENT,2026-06,202606021204,0.2240465422259262,0
CURRENT,2026-06,202606021205,0.6587478121419262,0
CURRENT,2026-06,202606021206,0.15046114409207442,0
CURRENT,2026-06,202606021207,0.5105467864440079,1
CURRENT,2026-06,202606021208,0.38203748169658613,0
CURRENT,2026-06,202606021209,0.7016009576008984,0
CURRENT,2026-06,202606021210,0.7857953115421307,0
CURRENT,2026-06,202606021211,0.8262034674644266,1
CURRENT,2026-06,202606021212,0.6759666450950462,1
CURRENT,2026-06,202606021301,0.5988684020503687,1
CURRENT,2026-06,202606021302,0.3508235279785284,0
CURRENT,2026-06,202606021303,0.5717341775968027,0
CURRENT,2026-06,202606021304,0.36003957637250306,0
CURRENT,2026-06,202606021305,0.6607087228565547,1
CURRENT,2026-06,202606021306,0.7371972416605813,1
CURRENT,2026-06,202606021307,0.5036879991810259,1
CURRENT,2026-06,202606021308,0.8461184564055977,0
CURRENT,2026-06,202606021309,0.7529239451740135,0
CURRENT,2026-06,202606021310,0.4873819016548014,1
CURRENT,2026-06,202606021311,0.8299841755605923,0
CURRENT,2026-06,202606021312,0.8301536556961218,1
CURRENT,2026-06,202606021401,0.7401837535750901,1
CURRENT,2026-06,202606021402,0.6772990461429758,1
CURRENT,2026-06,202606021403,0.5316648940356412,0
CURRENT,2026-06,202606021404,0.628376357904028,1
CURRENT,2026-06,202606021405,0.5742881557130528,1
CURRENT,2026-06,202606021406,0.6225753191508476,1
CURRENT,2026-06,202606021407,0.7745329583591531,1
CURRENT,2026-06,202606021408,0.6733819512843198,1
CURRENT,2026-06,202606021409,0.17763946840053835,0
CURRENT,2026-06,202606021410,0.275427714984297,0
CURRENT,2026-06,202606021411,0.41885126608234774,1
CURRENT,2026-06,202606021412,0.628583003707448,1
CURRENT,2026-06,202606021901,0.3751241156454516,0
CURRENT,2026-06,202606021902,0.41549880251701804,0
CURRENT,2026-06,202606021903,0.4222057453730323,1
CURRENT,2026-06,202606021904,0.4832392073923895,0
CURRENT,2026-06,202606021905,0.8410380489025104,1
CURRENT,2026-06,202606021906,0.34128894484371036,0
CURRENT,2026-06,202606021907,0.43604909796316443,1
CURRENT,2026-06,202606021908,0.6790626690313432,1
CURRENT,2026-06,202606021909,0.7663073584893029,0
CURRENT,2026-06,202606021910,0.7835022178942601,1
CURRENT,2026-06,202606021911,0.7584094892770058,1
CURRENT,2026-06,202606021912,0.8146389946474232,1
CURRENT,2026-06,202606022001,0.45370227018384457,0
CURRENT,2026-06,202606022002,0.4038773878958284,0
CURRENT,2026-06,202606022003,0.21784052499848855,0
CURRENT,2026-06,202606022004,0.1380476828334177,0
CURRENT,2026-06,202606022005,0.6870271871128009,0
CURRENT,2026-06,202606022006,0.5775871971068497,0
CURRENT,2026-06,202606022007,0.3779232926463445,0
CURRENT,2026-06,202606022008,0.8221377302641413,0
CURRENT,2026-06,202606022009,0.827363347937611,0
CURRENT,2026-06,202606022010,0.7695696648423691,0
CURRENT,2026-06,202606022011,0.8370686580390551,1
CURRENT,2026-06,202606022012,0.6400803111256935,1
CURRENT,2026-06,202606022301,0.8786248188603603,1
CURRENT,2026-06,202606022302,0.44917962126934385,0
CURRENT,2026-06,202606022303,0.6595829860088346,1
CURRENT,2026-06,202606022304,0.5025889948478129,1
CURRENT,2026-06,202606022305,0.6841545768438139,0
CURRENT,2026-06,202606022306,0.34761458424969277,0
CURRENT,2026-06,202606022307,0.39202510523716855,1
CURRENT,2026-06,202606022308,0.5449061029635758,1
CURRENT,2026-06,202606022309,0.6949526526176552,0
CURRENT,2026-06,202606022310,0.5319788811338058,0
CURRENT,2026-06,202606022311,0.828424695396114,1
CURRENT,2026-06,202606022312,0.8121757303504457,1
CURRENT,2026-06,202606030501,0.494055345316355,1
CURRENT,2026-06,202606030502,0.22527415130696749,1
CURRENT,2026-06,202606030503,0.24988833600946259,0
CURRENT,2026-06,202606030504,0.6427642415337689,1
CURRENT,2026-06,202606030505,0.6074631053805541,1
CURRENT,2026-06,202606030506,0.5084297839879109,0
CURRENT,2026-06,202606030507,0.510605495818016,0
CURRENT,2026-06,202606030508,0.626526621060514,1
CURRENT,2026-06,202606030509,0.6317305738931396,1
CURRENT,2026-06,202606030510,0.668685113872867,0
CURRENT,2026-06,202606030511,0.6658443330919233,1
CURRENT,2026-06,202606030512,0.7788838154423999,1
CURRENT,2026-06,202606031101,0.4266550894328559,0
CURRENT,2026-06,202606031102,0.6097877118775914,1
CURRENT,2026-06,202606031103,0.3449985994324952,0
CURRENT,2026-06,202606031104,0.6797056622136849,1
CURRENT,2026-06,202606031105,0.5858468476068753,0
CURRENT,2026-06,202606031106,0.5471587768069466,0
CURRENT,2026-06,202606031107,0.6836609345033225,1
CURRENT,2026-06,202606031108,0.4370219394622195,1
CURRENT,2026-06,202606031109,0.5799358492408527,0
CURRENT,2026-06,202606031110,0.4580481514830088,1
CURRENT,2026-06,202606031111,0.6759815746781308,1
CURRENT,2026-06,202606031112,0.5009872951913731,0
CURRENT,2026-06,202606031201,0.331495151727046,1
CURRENT,2026-06,202606031202,0.5891214672750366,0
CURRENT,2026-06,202606031203,0.6820998955122336,1
CURRENT,2026-06,202606031204,0.6668772531538686,0
CURRENT,2026-06,202606031205,0.758603819978341,0
CURRENT,2026-06,202606031206,0.7652013156269728,1
CURRENT,2026-06,202606031207,0.8534652508724678,1
CURRENT,2026-06,202606031208,0.6159197915783065,0
CURRENT,2026-06,202606031209,0.5823963519463623,1
CURRENT,2026-06,202606031210,0.48732112139294925,1
CURRENT,2026-06,202606031211,0.4514630962714425,1
CURRENT,2026-06,202606031212,0.6737567361188836,1
CURRENT,2026-06,202606031301,0.16555225304622903,0
CURRENT,2026-06,202606031302,0.727348315415636,1
CURRENT,2026-06,202606031303,0.3992856202325866,0
CURRENT,2026-06,202606031304,0.8438502950125136,1
CURRENT,2026-06,202606031305,0.7156730840642034,1
CURRENT,2026-06,202606031306,0.7539651995313892,0
CURRENT,2026-06,202606031307,0.4988614601685539,1
CURRENT,2026-06,202606031308,0.20418277725481523,1
CURRENT,2026-06,202606031309,0.6192799602063411,0
CURRENT,2026-06,202606031310,0.7655682625087987,0
CURRENT,2026-06,202606031311,0.8862915360804666,1
CURRENT,2026-06,202606031312,0.8141233671496847,0
CURRENT,2026-06,202606031901,0.8282336683954159,0
CURRENT,2026-06,202606031902,0.5716652944371349,1
CURRENT,2026-06,202606031903,0.39097611016989403,1
CURRENT,2026-06,202606031904,0.6672482547894071,1
CURRENT,2026-06,202606031905,0.6863896454517862,1
CURRENT,2026-06,202606031906,0.5888198278508594,1
CURRENT,2026-06,202606031907,0.4649511853955273,0
CURRENT,2026-06,202606031908,0.8364157946885383,0
CURRENT,2026-06,202606031909,0.8605008438130726,1
CURRENT,2026-06,202606031910,0.6052981094228269,1
CURRENT,2026-06,202606031911,0.7976212009537684,1
CURRENT,2026-06,202606031912,0.813794004274984,0
CURRENT,2026-06,202606032001,0.705257211542818,1
CURRENT,2026-06,202606032002,0.5797611037067645,1
CURRENT,2026-06,202606032003,0.5592385480212799,0
CURRENT,2026-06,202606032004,0.8034241994139422,1
CURRENT,2026-06,202606032005,0.5613372679726881,1
CURRENT,2026-06,202606032006,0.6654866358361918,1
CURRENT,2026-06,202606032007,0.7756884253161541,1
CURRENT,2026-06,202606032008,0.8752295725539211,1
CURRENT,2026-06,202606032009,0.6306885104229029,1
CURRENT,2026-06,202606032010,0.7193770843447973,0
CURRENT,2026-06,202606032011,0.7362865761245029,0
CURRENT,2026-06,202606032012,0.4034494512587385,0
CURRENT,2026-06,202606032101,0.7814011617300854,1
CURRENT,2026-06,202606032102,0.5826910763144688,0
CURRENT,2026-06,202606032103,0.6630628952813934,1
CURRENT,2026-06,202606032104,0.7953245852959557,1
CURRENT,2026-06,202606032105,0.7777491672098883,0
CURRENT,2026-06,202606032106,0.47197148744770995,0
CURRENT,2026-06,202606032107,0.5524588349861611,1
CURRENT,2026-06,202606032108,0.6144687175088034,0
CURRENT,2026-06,202606032109,0.6414784366653952,1
CURRENT,2026-06,202606032110,0.4080505161435736,0
CURRENT,2026-06,202606032111,0.7685065534053243,1
CURRENT,2026-06,202606032112,0.5735744037759075,1
CURRENT,2026-06,202606032401,0.21716581028833815,0
CURRENT,2026-06,202606032402,0.21634002904197433,1
CURRENT,2026-06,202606032403,0.6678312439932089,0
CURRENT,2026-06,202606032404,0.4311401972890178,0
CURRENT,2026-06,202606032405,0.697891997830684,0
CURRENT,2026-06,202606032406,0.3167768821166075,0
CURRENT,2026-06,202606032407,0.7414381517027725,1
CURRENT,2026-06,202606032408,0.657263196794087,1
CURRENT,2026-06,202606032409,0.7540133659521816,0
CURRENT,2026-06,202606032410,0.33228956948503224,0
CURRENT,2026-06,202606032411,0.7018220382367861,1
CURRENT,2026-06,202606032412,0.6543596926617001,1
CURRENT,2026-06,202606040301,0.4742460298128855,1
CURRENT,2026-06,202606040302,0.5004726020093812,1
CURRENT,2026-06,202606040303,0.3321915949580013,0
CURRENT,2026-06,202606040304,0.40078407660295645,1
CURRENT,2026-06,202606040305,0.3436006000795714,0
CURRENT,2026-06,202606040306,0.36968555653990615,0
CURRENT,2026-06,202606040307,0.4666240279109821,0
CURRENT,2026-06,202606040308,0.5395074492056092,0
CURRENT,2026-06,202606040309,0.6014941478036814,1
CURRENT,2026-06,202606040310,0.6547457048325657,1
CURRENT,2026-06,202606040311,0.6572377371599959,0
CURRENT,2026-06,202606040312,0.5835119389710468,0
CURRENT,2026-06,202606040501,0.6298626054394982,0
CURRENT,2026-06,202606040502,0.33684445798202123,0
CURRENT,2026-06,202606040503,0.6869070301384896,0
CURRENT,2026-06,202606040504,0.2936748875658366,0
CURRENT,2026-06,202606040505,0.3427849214523051,0
CURRENT,2026-06,202606040506,0.16246282655080782,0
CURRENT,2026-06,202606040507,0.25355507518938863,0
CURRENT,2026-06,202606040508,0.6232995748549833,1
CURRENT,2026-06,202606040509,0.5756264623531345,0
CURRENT,2026-06,202606040510,0.6794649091184984,1
CURRENT,2026-06,202606040511,0.605535180601453,1
CURRENT,2026-06,202606040512,0.7539895472173993,1
CURRENT,2026-06,202606040701,0.5757493574131847,0
CURRENT,2026-06,202606040702,0.5050296322514868,1
CURRENT,2026-06,202606040703,0.4959960803579966,0
CURRENT,2026-06,202606040704,0.5739340899227982,1
CURRENT,2026-06,202606040705,0.5278379397802334,0
CURRENT,2026-06,202606040706,0.7543538116097033,0
CURRENT,2026-06,202606040707,0.5581579813778829,0
CURRENT,2026-06,202606040708,0.8040167776655756,1
CURRENT,2026-06,202606040709,0.8041244872324532,1
CURRENT,2026-06,202606040710,0.6503534414663403,0
CURRENT,2026-06,202606040711,0.6678657341400478,0
CURRENT,2026-06,202606040712,0.6126529245758287,1
CURRENT,2026-06,202606040801,0.8319050357689173,1
CURRENT,2026-06,202606040802,0.562248464680557,0
CURRENT,2026-06,202606040803,0.4324067329819594,1
CURRENT,2026-06,202606040804,0.5088563839598296,0
CURRENT,2026-06,202606040805,0.6825031161699713,1
CURRENT,2026-06,202606040806,0.6989875250163874,0
CURRENT,2026-06,202606040807,0.5022566387638738,0
CURRENT,2026-06,202606040808,0.35080643726040817,0
CURRENT,2026-06,202606040809,0.42380848216677974,1
CURRENT,2026-06,202606040810,0.46567128807381386,1
CURRENT,2026-06,202606040811,0.66073251566403,1
CURRENT,2026-06,202606040812,0.624506447593401,1
CURRENT,2026-06,202606040901,0.7823537555352893,1
CURRENT,2026-06,202606040902,0.4416386161298472,1
CURRENT,2026-06,202606040903,0.4899749616800441,1
CURRENT,2026-06,202606040904,0.655087658071946,1
CURRENT,2026-06,202606040905,0.8513775632389254,1
CURRENT,2026-06,202606040906,0.5746972846437661,0
CURRENT,2026-06,202606040907,0.6668750896726087,1
CURRENT,2026-06,202606040908,0.6694920554924818,1
CURRENT,2026-06,202606040909,0.509263951641873,1
CURRENT,2026-06,202606040910,0.5959962659478227,1
CURRENT,2026-06,202606040911,0.7530603184466818,0
CURRENT,2026-06,202606040912,0.653490185711649,1
CURRENT,2026-06,202606041001,0.8877452888307314,1
CURRENT,2026-06,202606041002,0.6817033494117932,0
CURRENT,2026-06,202606041003,0.6323161247090843,0
CURRENT,2026-06,202606041004,0.5955409968099521,1
CURRENT,2026-06,202606041005,0.10478027669857022,0
CURRENT,2026-06,202606041006,0.12163267087208296,1
CURRENT,2026-06,202606041007,0.13631121953206907,0
CURRENT,2026-06,202606041008,0.2763817417534663,0
CURRENT,2026-06,202606041009,0.5053204235313717,0
CURRENT,2026-06,202606041010,0.12439409494803247,0
CURRENT,2026-06,202606041011,0.2786111709793023,0
CURRENT,2026-06,202606041012,0.5908442469227239,1
CURRENT,2026-06,202606041301,0.5070918459703267,1
CURRENT,2026-06,202606041302,0.27568457915858247,0
CURRENT,2026-06,202606041303,0.5641376596710561,0
CURRENT,2026-06,202606041304,0.7527271383440253,1
CURRENT,2026-06,202606041305,0.6706921669181258,0
CURRENT,2026-06,202606041306,0.7654284815941735,1
CURRENT,2026-06,202606041307,0.6582929169617493,0
CURRENT,2026-06,202606041308,0.6445400214133992,1
CURRENT,2026-06,202606041309,0.8174350236548288,1
CURRENT,2026-06,202606041310,0.6879163704515887,1
CURRENT,2026-06,202606041311,0.7172930972752632,1
CURRENT,2026-06,202606041312,0.8908070812878521,0
CURRENT,2026-06,202606041701,0.5384012585853463,0
CURRENT,2026-06,202606041702,0.5060220396621659,1
CURRENT,2026-06,202606041703,0.6449311049228369,1
CURRENT,2026-06,202606041704,0.5456202802152628,1
CURRENT,2026-06,202606041705,0.6018769152423885,1
CURRENT,2026-06,202606041706,0.5334072833850715,0
CURRENT,2026-06,202606041707,0.6856063283553507,1
CURRENT,2026-06,202606041708,0.6967052908071446,1
CURRENT,2026-06,202606041709,0.4182677324709789,0
CURRENT,2026-06,202606041710,0.5791825828643423,0
CURRENT,2026-06,202606041711,0.659105378679316,1
CURRENT,2026-06,202606041712,0.6763149530021274,1
CURRENT,2026-06,202606041901,0.22367645925944302,0
CURRENT,2026-06,202606041902,0.5707375031459447,1
CURRENT,2026-06,202606041903,0.5817069934414734,1
CURRENT,2026-06,202606041904,0.3266221932981209,0
CURRENT,2026-06,202606041905,0.5753257865793892,0
CURRENT,2026-06,202606041906,0.3778180618908892,0
CURRENT,2026-06,202606041907,0.5825065042196068,0
CURRENT,2026-06,202606041908,0.4775180440149479,0
CURRENT,2026-06,202606041909,0.523944313033911,1
CURRENT,2026-06,202606041910,0.6431061871513192,1
CURRENT,2026-06,202606041911,0.7251159366958116,1
CURRENT,2026-06,202606041912,0.7922282244851409,1
CURRENT,2026-06,202606042001,0.4910344860327187,0
CURRENT,2026-06,202606042002,0.3680996162396654,0
CURRENT,2026-06,202606042003,0.3752525082383543,0
CURRENT,2026-06,202606042004,0.586603072658572,0
CURRENT,2026-06,202606042005,0.5895580227398755,0
CURRENT,2026-06,202606042006,0.7495826042542184,1
CURRENT,2026-06,202606042007,0.5529777050687521,0
CURRENT,2026-06,202606042008,0.6556034994175758,1
CURRENT,2026-06,202606042009,0.528685761534147,0
CURRENT,2026-06,202606042010,0.6300807719235317,1
CURRENT,2026-06,202606042011,0.8175030422169639,1
CURRENT,2026-06,202606042012,0.4717324994167264,1
CURRENT,2026-06,202606042101,0.7064544951120058,1
CURRENT,2026-06,202606042102,0.603405038225921,1
CURRENT,2026-06,202606042103,0.42806976374527217,1
CURRENT,2026-06,202606042104,0.7778722417315269,1
CURRENT,2026-06,202606042105,0.6815178649943776,1
CURRENT,2026-06,202606042106,0.7184047688961672,0
CURRENT,2026-06,202606042107,0.6510875559335946,1
CURRENT,2026-06,202606042108,0.6102202884585631,0
CURRENT,2026-06,202606042109,0.5387509722351699,1
CURRENT,2026-06,202606042110,0.6232949206337598,0
CURRENT,2026-06,202606042111,0.7306274883258662,0
CURRENT,2026-06,202606042112,0.6271880963127106,1
CURRENT,2026-06,202606042401,0.4604442239333604,1
CURRENT,2026-06,202606042402,0.5699533157567783,1
CURRENT,2026-06,202606042403,0.5125199702589018,0
CURRENT,2026-06,202606042404,0.5198237791294045,0
CURRENT,2026-06,202606042405,0.3230925838800015,0
CURRENT,2026-06,202606042406,0.6581860501090777,0
CURRENT,2026-06,202606042407,0.819648678624537,0
CURRENT,2026-06,202606042408,0.5858657795888617,1
CURRENT,2026-06,202606042409,0.9158268207703123,0
CURRENT,2026-06,202606042410,0.48675266051148824,1
CURRENT,2026-06,202606042411,0.712147048906999,0
CURRENT,2026-06,202606050101,0.5895619434873147,0
CURRENT,2026-06,202606050103,0.38669446132140123,1
CURRENT,2026-06,202606050104,0.201915910754027,0
CURRENT,2026-06,202606050105,0.26689908962572195,0
CURRENT,2026-06,202606050106,0.8311747347415868,1
CURRENT,2026-06,202606050107,0.6384993483466397,1
CURRENT,2026-06,202606050108,0.5612980477439775,0
